emoji,code_points,description
👮🏾,1F46E 1F3FE   ,police officer: medium-dark skin tone
👮🏾‍♀,1F46E 1F3FE 200D 2640                                  ,woman police officer: medium-dark skin tone
👮🏾‍♀️,1F46E 1F3FE 200D 2640 FE0F                             ,woman police officer: medium-dark skin tone
👮🏾‍♂,1F46E 1F3FE 200D 2642                                  ,man police officer: medium-dark skin tone
👮🏾‍♂️,1F46E 1F3FE 200D 2642 FE0F                             ,man police officer: medium-dark skin tone
👮🏿,1F46E 1F3FF   ,police officer: dark skin tone
👮🏿‍♀,1F46E 1F3FF 200D 2640                                  ,woman police officer: dark skin tone
👮🏿‍♀️,1F46E 1F3FF 200D 2640 FE0F                             ,woman police officer: dark skin tone
👮🏿‍♂,1F46E 1F3FF 200D 2642                                  ,man police officer: dark skin tone
👮🏿‍♂️,1F46E 1F3FF 200D 2642 FE0F                             ,man police officer: dark skin tone
👯,1F46F                                                  ,people with bunny ears
👯‍♀,1F46F 200D 2640                                        ,women with bunny ears
👯‍♀️,1F46F 200D 2640 FE0F                                   ,women with bunny ears
👯‍♂,1F46F 200D 2642                                        ,men with bunny ears
👯‍♂️,1F46F 200D 2642 FE0F                                   ,men with bunny ears
👰,1F470                                                  ,person with veil
👰‍♀,1F470 200D 2640                                        ,woman with veil
👰‍♀️,1F470 200D 2640 FE0F                                   ,woman with veil
👰‍♂,1F470 200D 2642                                        ,man with veil
👰‍♂️,1F470 200D 2642 FE0F                                   ,man with veil
👰🏻,1F470 1F3FB   ,person with veil: light skin tone
👰🏻‍♀,1F470 1F3FB 200D 2640                                  ,woman with veil: light skin tone
👰🏻‍♀️,1F470 1F3FB 200D 2640 FE0F                             ,woman with veil: light skin tone
👰🏻‍♂,1F470 1F3FB 200D 2642                                  ,man with veil: light skin tone
👰🏻‍♂️,1F470 1F3FB 200D 2642 FE0F                             ,man with veil: light skin tone
👰🏼,1F470 1F3FC   ,person with veil: medium-light skin tone
👰🏼‍♀,1F470 1F3FC 200D 2640                                  ,woman with veil: medium-light skin tone
👰🏼‍♀️,1F470 1F3FC 200D 2640 FE0F                             ,woman with veil: medium-light skin tone
👰🏼‍♂,1F470 1F3FC 200D 2642                                  ,man with veil: medium-light skin tone
👰🏼‍♂️,1F470 1F3FC 200D 2642 FE0F                             ,man with veil: medium-light skin tone
👰🏽,1F470 1F3FD   ,person with veil: medium skin tone
👰🏽‍♀,1F470 1F3FD 200D 2640                                  ,woman with veil: medium skin tone
👰🏽‍♀️,1F470 1F3FD 200D 2640 FE0F                             ,woman with veil: medium skin tone
👰🏽‍♂,1F470 1F3FD 200D 2642                                  ,man with veil: medium skin tone
👰🏽‍♂️,1F470 1F3FD 200D 2642 FE0F                             ,man with veil: medium skin tone
👰🏾,1F470 1F3FE   ,person with veil: medium-dark skin tone
👰🏾‍♀,1F470 1F3FE 200D 2640                                  ,woman with veil: medium-dark skin tone
👰🏾‍♀️,1F470 1F3FE 200D 2640 FE0F                             ,woman with veil: medium-dark skin tone
👰🏾‍♂,1F470 1F3FE 200D 2642                                  ,man with veil: medium-dark skin tone
👰🏾‍♂️,1F470 1F3FE 200D 2642 FE0F                             ,man with veil: medium-dark skin tone
👰🏿,1F470 1F3FF   ,person with veil: dark skin tone
👰🏿‍♀,1F470 1F3FF 200D 2640                                  ,woman with veil: dark skin tone
👰🏿‍♀️,1F470 1F3FF 200D 2640 FE0F                             ,woman with veil: dark skin tone
👰🏿‍♂,1F470 1F3FF 200D 2642                                  ,man with veil: dark skin tone
👰🏿‍♂️,1F470 1F3FF 200D 2642 FE0F                             ,man with veil: dark skin tone
👱,1F471                                                  ,person: blond hair
👱‍♀,1F471 200D 2640                                        ,woman: blond hair
👱‍♀️,1F471 200D 2640 FE0F                                   ,woman: blond hair
👱‍♂,1F471 200D 2642                                        ,man: blond hair
👱‍♂️,1F471 200D 2642 FE0F                                   ,man: blond hair
👱🏻,1F471 1F3FB   ,"person: light skin tone, blond hair"
👱🏻‍♀,1F471 1F3FB 200D 2640                                  ,"woman: light skin tone, blond hair"
👱🏻‍♀️,1F471 1F3FB 200D 2640 FE0F                             ,"woman: light skin tone, blond hair"
👱🏻‍♂,1F471 1F3FB 200D 2642                                  ,"man: light skin tone, blond hair"
👱🏻‍♂️,1F471 1F3FB 200D 2642 FE0F                             ,"man: light skin tone, blond hair"
👱🏼,1F471 1F3FC   ,"person: medium-light skin tone, blond hair"
👱🏼‍♀,1F471 1F3FC 200D 2640                                  ,"woman: medium-light skin tone, blond hair"
👱🏼‍♀️,1F471 1F3FC 200D 2640 FE0F                             ,"woman: medium-light skin tone, blond hair"
👱🏼‍♂,1F471 1F3FC 200D 2642                                  ,"man: medium-light skin tone, blond hair"
👱🏼‍♂️,1F471 1F3FC 200D 2642 FE0F                             ,"man: medium-light skin tone, blond hair"
👱🏽,1F471 1F3FD   ,"person: medium skin tone, blond hair"
👱🏽‍♀,1F471 1F3FD 200D 2640                                  ,"woman: medium skin tone, blond hair"
👱🏽‍♀️,1F471 1F3FD 200D 2640 FE0F                             ,"woman: medium skin tone, blond hair"
👱🏽‍♂,1F471 1F3FD 200D 2642                                  ,"man: medium skin tone, blond hair"
👱🏽‍♂️,1F471 1F3FD 200D 2642 FE0F                             ,"man: medium skin tone, blond hair"
👱🏾,1F471 1F3FE   ,"person: medium-dark skin tone, blond hair"
👱🏾‍♀,1F471 1F3FE 200D 2640                                  ,"woman: medium-dark skin tone, blond hair"
👱🏾‍♀️,1F471 1F3FE 200D 2640 FE0F                             ,"woman: medium-dark skin tone, blond hair"
👱🏾‍♂,1F471 1F3FE 200D 2642                                  ,"man: medium-dark skin tone, blond hair"
👱🏾‍♂️,1F471 1F3FE 200D 2642 FE0F                             ,"man: medium-dark skin tone, blond hair"
👱🏿,1F471 1F3FF   ,"person: dark skin tone, blond hair"
👱🏿‍♀,1F471 1F3FF 200D 2640                                  ,"woman: dark skin tone, blond hair"
👱🏿‍♀️,1F471 1F3FF 200D 2640 FE0F                             ,"woman: dark skin tone, blond hair"
👱🏿‍♂,1F471 1F3FF 200D 2642                                  ,"man: dark skin tone, blond hair"
👱🏿‍♂️,1F471 1F3FF 200D 2642 FE0F                             ,"man: dark skin tone, blond hair"
👲,1F472                                                  ,person with skullcap
👲🏻,1F472 1F3FB   ,person with skullcap: light skin tone
👲🏼,1F472 1F3FC   ,person with skullcap: medium-light skin tone
👲🏽,1F472 1F3FD   ,person with skullcap: medium skin tone
👲🏾,1F472 1F3FE   ,person with skullcap: medium-dark skin tone
👲🏿,1F472 1F3FF   ,person with skullcap: dark skin tone
👳,1F473                                                  ,person wearing turban
👳‍♀,1F473 200D 2640                                        ,woman wearing turban
👳‍♀️,1F473 200D 2640 FE0F                                   ,woman wearing turban
👳‍♂,1F473 200D 2642                                        ,man wearing turban
👳‍♂️,1F473 200D 2642 FE0F                                   ,man wearing turban
👳🏻,1F473 1F3FB   ,person wearing turban: light skin tone
👳🏻‍♀,1F473 1F3FB 200D 2640                                  ,woman wearing turban: light skin tone
👳🏻‍♀️,1F473 1F3FB 200D 2640 FE0F                             ,woman wearing turban: light skin tone
👳🏻‍♂,1F473 1F3FB 200D 2642                                  ,man wearing turban: light skin tone
👳🏻‍♂️,1F473 1F3FB 200D 2642 FE0F                             ,man wearing turban: light skin tone
👳🏼,1F473 1F3FC   ,person wearing turban: medium-light skin tone
👳🏼‍♀,1F473 1F3FC 200D 2640                                  ,woman wearing turban: medium-light skin tone
👳🏼‍♀️,1F473 1F3FC 200D 2640 FE0F                             ,woman wearing turban: medium-light skin tone
👳🏼‍♂,1F473 1F3FC 200D 2642                                  ,man wearing turban: medium-light skin tone
👳🏼‍♂️,1F473 1F3FC 200D 2642 FE0F                             ,man wearing turban: medium-light skin tone
👳🏽,1F473 1F3FD   ,person wearing turban: medium skin tone
👳🏽‍♀,1F473 1F3FD 200D 2640                                  ,woman wearing turban: medium skin tone
👳🏽‍♀️,1F473 1F3FD 200D 2640 FE0F                             ,woman wearing turban: medium skin tone
👳🏽‍♂,1F473 1F3FD 200D 2642                                  ,man wearing turban: medium skin tone
👳🏽‍♂️,1F473 1F3FD 200D 2642 FE0F                             ,man wearing turban: medium skin tone
👳🏾,1F473 1F3FE   ,person wearing turban: medium-dark skin tone
👳🏾‍♀,1F473 1F3FE 200D 2640                                  ,woman wearing turban: medium-dark skin tone
👳🏾‍♀️,1F473 1F3FE 200D 2640 FE0F                             ,woman wearing turban: medium-dark skin tone
👳🏾‍♂,1F473 1F3FE 200D 2642                                  ,man wearing turban: medium-dark skin tone
👳🏾‍♂️,1F473 1F3FE 200D 2642 FE0F                             ,man wearing turban: medium-dark skin tone
👳🏿,1F473 1F3FF   ,person wearing turban: dark skin tone
👳🏿‍♀,1F473 1F3FF 200D 2640                                  ,woman wearing turban: dark skin tone
👳🏿‍♀️,1F473 1F3FF 200D 2640 FE0F                             ,woman wearing turban: dark skin tone
👳🏿‍♂,1F473 1F3FF 200D 2642                                  ,man wearing turban: dark skin tone
👳🏿‍♂️,1F473 1F3FF 200D 2642 FE0F                             ,man wearing turban: dark skin tone
👴,1F474                                                  ,old man
👴🏻,1F474 1F3FB   ,old man: light skin tone
👴🏼,1F474 1F3FC   ,old man: medium-light skin tone
👴🏽,1F474 1F3FD   ,old man: medium skin tone
👴🏾,1F474 1F3FE   ,old man: medium-dark skin tone
👴🏿,1F474 1F3FF   ,old man: dark skin tone
👵,1F475                                                  ,old woman
👵🏻,1F475 1F3FB   ,old woman: light skin tone
👵🏼,1F475 1F3FC   ,old woman: medium-light skin tone
👵🏽,1F475 1F3FD   ,old woman: medium skin tone
👵🏾,1F475 1F3FE   ,old woman: medium-dark skin tone
👵🏿,1F475 1F3FF   ,old woman: dark skin tone
👶,1F476                                                  ,baby
👶🏻,1F476 1F3FB   ,baby: light skin tone
👶🏼,1F476 1F3FC   ,baby: medium-light skin tone
👶🏽,1F476 1F3FD   ,baby: medium skin tone
👶🏾,1F476 1F3FE   ,baby: medium-dark skin tone
👶🏿,1F476 1F3FF   ,baby: dark skin tone
👷,1F477                                                  ,construction worker
👷‍♀,1F477 200D 2640                                        ,woman construction worker
👷‍♀️,1F477 200D 2640 FE0F                                   ,woman construction worker
👷‍♂,1F477 200D 2642                                        ,man construction worker
👷‍♂️,1F477 200D 2642 FE0F                                   ,man construction worker
👷🏻,1F477 1F3FB   ,construction worker: light skin tone
👷🏻‍♀,1F477 1F3FB 200D 2640                                  ,woman construction worker: light skin tone
👷🏻‍♀️,1F477 1F3FB 200D 2640 FE0F                             ,woman construction worker: light skin tone
👷🏻‍♂,1F477 1F3FB 200D 2642                                  ,man construction worker: light skin tone
👷🏻‍♂️,1F477 1F3FB 200D 2642 FE0F                             ,man construction worker: light skin tone
👷🏼,1F477 1F3FC   ,construction worker: medium-light skin tone
👷🏼‍♀,1F477 1F3FC 200D 2640                                  ,woman construction worker: medium-light skin tone
👷🏼‍♀️,1F477 1F3FC 200D 2640 FE0F                             ,woman construction worker: medium-light skin tone
👷🏼‍♂,1F477 1F3FC 200D 2642                                  ,man construction worker: medium-light skin tone
👷🏼‍♂️,1F477 1F3FC 200D 2642 FE0F                             ,man construction worker: medium-light skin tone
👷🏽,1F477 1F3FD   ,construction worker: medium skin tone
👷🏽‍♀,1F477 1F3FD 200D 2640                                  ,woman construction worker: medium skin tone
👷🏽‍♀️,1F477 1F3FD 200D 2640 FE0F                             ,woman construction worker: medium skin tone
👷🏽‍♂,1F477 1F3FD 200D 2642                                  ,man construction worker: medium skin tone
👷🏽‍♂️,1F477 1F3FD 200D 2642 FE0F                             ,man construction worker: medium skin tone
👷🏾,1F477 1F3FE   ,construction worker: medium-dark skin tone
👷🏾‍♀,1F477 1F3FE 200D 2640                                  ,woman construction worker: medium-dark skin tone
👷🏾‍♀️,1F477 1F3FE 200D 2640 FE0F                             ,woman construction worker: medium-dark skin tone
👷🏾‍♂,1F477 1F3FE 200D 2642                                  ,man construction worker: medium-dark skin tone
👷🏾‍♂️,1F477 1F3FE 200D 2642 FE0F                             ,man construction worker: medium-dark skin tone
👷🏿,1F477 1F3FF   ,construction worker: dark skin tone
👷🏿‍♀,1F477 1F3FF 200D 2640                                  ,woman construction worker: dark skin tone
👷🏿‍♀️,1F477 1F3FF 200D 2640 FE0F                             ,woman construction worker: dark skin tone
👷🏿‍♂,1F477 1F3FF 200D 2642                                  ,man construction worker: dark skin tone
👷🏿‍♂️,1F477 1F3FF 200D 2642 FE0F                             ,man construction worker: dark skin tone
👸,1F478                                                  ,princess
👸🏻,1F478 1F3FB   ,princess: light skin tone
👸🏼,1F478 1F3FC   ,princess: medium-light skin tone
👸🏽,1F478 1F3FD   ,princess: medium skin tone
👸🏾,1F478 1F3FE   ,princess: medium-dark skin tone
👸🏿,1F478 1F3FF   ,princess: dark skin tone
👹,1F479                                                  ,ogre
👺,1F47A                                                  ,goblin
👻,1F47B                                                  ,ghost
👼,1F47C                                                  ,baby angel
👼🏻,1F47C 1F3FB   ,baby angel: light skin tone
👼🏼,1F47C 1F3FC   ,baby angel: medium-light skin tone
👼🏽,1F47C 1F3FD   ,baby angel: medium skin tone
👼🏾,1F47C 1F3FE   ,baby angel: medium-dark skin tone
👼🏿,1F47C 1F3FF   ,baby angel: dark skin tone
👽,1F47D                                                  ,alien
👾,1F47E                                                  ,alien monster
👿,1F47F                                                  ,angry face with horns
💀,1F480                                                  ,skull
💁,1F481                                                  ,person tipping hand
💁‍♀,1F481 200D 2640                                        ,woman tipping hand
💁‍♀️,1F481 200D 2640 FE0F                                   ,woman tipping hand
💁‍♂,1F481 200D 2642                                        ,man tipping hand
💁‍♂️,1F481 200D 2642 FE0F                                   ,man tipping hand
💁🏻,1F481 1F3FB   ,person tipping hand: light skin tone
💁🏻‍♀,1F481 1F3FB 200D 2640                                  ,woman tipping hand: light skin tone
💁🏻‍♀️,1F481 1F3FB 200D 2640 FE0F                             ,woman tipping hand: light skin tone
💁🏻‍♂,1F481 1F3FB 200D 2642                                  ,man tipping hand: light skin tone
💁🏻‍♂️,1F481 1F3FB 200D 2642 FE0F                             ,man tipping hand: light skin tone
💁🏼,1F481 1F3FC   ,person tipping hand: medium-light skin tone
💁🏼‍♀,1F481 1F3FC 200D 2640                                  ,woman tipping hand: medium-light skin tone
💁🏼‍♀️,1F481 1F3FC 200D 2640 FE0F                             ,woman tipping hand: medium-light skin tone
💁🏼‍♂,1F481 1F3FC 200D 2642                                  ,man tipping hand: medium-light skin tone
💁🏼‍♂️,1F481 1F3FC 200D 2642 FE0F                             ,man tipping hand: medium-light skin tone
💁🏽,1F481 1F3FD   ,person tipping hand: medium skin tone
💁🏽‍♀,1F481 1F3FD 200D 2640                                  ,woman tipping hand: medium skin tone
💁🏽‍♀️,1F481 1F3FD 200D 2640 FE0F                             ,woman tipping hand: medium skin tone
💁🏽‍♂,1F481 1F3FD 200D 2642                                  ,man tipping hand: medium skin tone
💁🏽‍♂️,1F481 1F3FD 200D 2642 FE0F                             ,man tipping hand: medium skin tone
💁🏾,1F481 1F3FE   ,person tipping hand: medium-dark skin tone
💁🏾‍♀,1F481 1F3FE 200D 2640                                  ,woman tipping hand: medium-dark skin tone
💁🏾‍♀️,1F481 1F3FE 200D 2640 FE0F                             ,woman tipping hand: medium-dark skin tone
💁🏾‍♂,1F481 1F3FE 200D 2642                                  ,man tipping hand: medium-dark skin tone
💁🏾‍♂️,1F481 1F3FE 200D 2642 FE0F                             ,man tipping hand: medium-dark skin tone
💁🏿,1F481 1F3FF   ,person tipping hand: dark skin tone
💁🏿‍♀,1F481 1F3FF 200D 2640                                  ,woman tipping hand: dark skin tone
💁🏿‍♀️,1F481 1F3FF 200D 2640 FE0F                             ,woman tipping hand: dark skin tone
💁🏿‍♂,1F481 1F3FF 200D 2642                                  ,man tipping hand: dark skin tone
💁🏿‍♂️,1F481 1F3FF 200D 2642 FE0F                             ,man tipping hand: dark skin tone
💂,1F482                                                  ,guard
💂‍♀,1F482 200D 2640                                        ,woman guard
💂‍♀️,1F482 200D 2640 FE0F                                   ,woman guard
💂‍♂,1F482 200D 2642                                        ,man guard
💂‍♂️,1F482 200D 2642 FE0F                                   ,man guard
💂🏻,1F482 1F3FB   ,guard: light skin tone
💂🏻‍♀,1F482 1F3FB 200D 2640                                  ,woman guard: light skin tone
💂🏻‍♀️,1F482 1F3FB 200D 2640 FE0F                             ,woman guard: light skin tone
💂🏻‍♂,1F482 1F3FB 200D 2642                                  ,man guard: light skin tone
💂🏻‍♂️,1F482 1F3FB 200D 2642 FE0F                             ,man guard: light skin tone
💂🏼,1F482 1F3FC   ,guard: medium-light skin tone
💂🏼‍♀,1F482 1F3FC 200D 2640                                  ,woman guard: medium-light skin tone
💂🏼‍♀️,1F482 1F3FC 200D 2640 FE0F                             ,woman guard: medium-light skin tone
💂🏼‍♂,1F482 1F3FC 200D 2642                                  ,man guard: medium-light skin tone
💂🏼‍♂️,1F482 1F3FC 200D 2642 FE0F                             ,man guard: medium-light skin tone
💂🏽,1F482 1F3FD   ,guard: medium skin tone
💂🏽‍♀,1F482 1F3FD 200D 2640                                  ,woman guard: medium skin tone
💂🏽‍♀️,1F482 1F3FD 200D 2640 FE0F                             ,woman guard: medium skin tone
💂🏽‍♂,1F482 1F3FD 200D 2642                                  ,man guard: medium skin tone
💂🏽‍♂️,1F482 1F3FD 200D 2642 FE0F                             ,man guard: medium skin tone
💂🏾,1F482 1F3FE   ,guard: medium-dark skin tone
💂🏾‍♀,1F482 1F3FE 200D 2640                                  ,woman guard: medium-dark skin tone
💂🏾‍♀️,1F482 1F3FE 200D 2640 FE0F                             ,woman guard: medium-dark skin tone
💂🏾‍♂,1F482 1F3FE 200D 2642                                  ,man guard: medium-dark skin tone
💂🏾‍♂️,1F482 1F3FE 200D 2642 FE0F                             ,man guard: medium-dark skin tone
💂🏿,1F482 1F3FF   ,guard: dark skin tone
💂🏿‍♀,1F482 1F3FF 200D 2640                                  ,woman guard: dark skin tone
💂🏿‍♀️,1F482 1F3FF 200D 2640 FE0F                             ,woman guard: dark skin tone
💂🏿‍♂,1F482 1F3FF 200D 2642                                  ,man guard: dark skin tone
💂🏿‍♂️,1F482 1F3FF 200D 2642 FE0F                             ,man guard: dark skin tone
💃,1F483                                                  ,woman dancing
💃🏻,1F483 1F3FB   ,woman dancing: light skin tone
💃🏼,1F483 1F3FC   ,woman dancing: medium-light skin tone
💃🏽,1F483 1F3FD   ,woman dancing: medium skin tone
💃🏾,1F483 1F3FE   ,woman dancing: medium-dark skin tone
💃🏿,1F483 1F3FF   ,woman dancing: dark skin tone
💄,1F484                                                  ,lipstick
💅,1F485                                                  ,nail polish
💅🏻,1F485 1F3FB   ,nail polish: light skin tone
💅🏼,1F485 1F3FC   ,nail polish: medium-light skin tone
💅🏽,1F485 1F3FD   ,nail polish: medium skin tone
💅🏾,1F485 1F3FE   ,nail polish: medium-dark skin tone
💅🏿,1F485 1F3FF   ,nail polish: dark skin tone
💆,1F486                                                  ,person getting massage
💆‍♀,1F486 200D 2640                                        ,woman getting massage
💆‍♀️,1F486 200D 2640 FE0F                                   ,woman getting massage
💆‍♂,1F486 200D 2642                                        ,man getting massage
💆‍♂️,1F486 200D 2642 FE0F                                   ,man getting massage
💆🏻,1F486 1F3FB   ,person getting massage: light skin tone
💆🏻‍♀,1F486 1F3FB 200D 2640                                  ,woman getting massage: light skin tone
💆🏻‍♀️,1F486 1F3FB 200D 2640 FE0F                             ,woman getting massage: light skin tone
💆🏻‍♂,1F486 1F3FB 200D 2642                                  ,man getting massage: light skin tone
💆🏻‍♂️,1F486 1F3FB 200D 2642 FE0F                             ,man getting massage: light skin tone
💆🏼,1F486 1F3FC   ,person getting massage: medium-light skin tone
💆🏼‍♀,1F486 1F3FC 200D 2640                                  ,woman getting massage: medium-light skin tone
💆🏼‍♀️,1F486 1F3FC 200D 2640 FE0F                             ,woman getting massage: medium-light skin tone
💆🏼‍♂,1F486 1F3FC 200D 2642                                  ,man getting massage: medium-light skin tone
💆🏼‍♂️,1F486 1F3FC 200D 2642 FE0F                             ,man getting massage: medium-light skin tone
💆🏽,1F486 1F3FD   ,person getting massage: medium skin tone
💆🏽‍♀,1F486 1F3FD 200D 2640                                  ,woman getting massage: medium skin tone
💆🏽‍♀️,1F486 1F3FD 200D 2640 FE0F                             ,woman getting massage: medium skin tone
💆🏽‍♂,1F486 1F3FD 200D 2642                                  ,man getting massage: medium skin tone
💆🏽‍♂️,1F486 1F3FD 200D 2642 FE0F                             ,man getting massage: medium skin tone
💆🏾,1F486 1F3FE   ,person getting massage: medium-dark skin tone
💆🏾‍♀,1F486 1F3FE 200D 2640                                  ,woman getting massage: medium-dark skin tone
💆🏾‍♀️,1F486 1F3FE 200D 2640 FE0F                             ,woman getting massage: medium-dark skin tone
💆🏾‍♂,1F486 1F3FE 200D 2642                                  ,man getting massage: medium-dark skin tone
💆🏾‍♂️,1F486 1F3FE 200D 2642 FE0F                             ,man getting massage: medium-dark skin tone
💆🏿,1F486 1F3FF   ,person getting massage: dark skin tone
💆🏿‍♀,1F486 1F3FF 200D 2640                                  ,woman getting massage: dark skin tone
💆🏿‍♀️,1F486 1F3FF 200D 2640 FE0F                             ,woman getting massage: dark skin tone
💆🏿‍♂,1F486 1F3FF 200D 2642                                  ,man getting massage: dark skin tone
💆🏿‍♂️,1F486 1F3FF 200D 2642 FE0F                             ,man getting massage: dark skin tone
💇,1F487                                                  ,person getting haircut
💇‍♀,1F487 200D 2640                                        ,woman getting haircut
💇‍♀️,1F487 200D 2640 FE0F                                   ,woman getting haircut
💇‍♂,1F487 200D 2642                                        ,man getting haircut
💇‍♂️,1F487 200D 2642 FE0F                                   ,man getting haircut
💇🏻,1F487 1F3FB   ,person getting haircut: light skin tone
💇🏻‍♀,1F487 1F3FB 200D 2640                                  ,woman getting haircut: light skin tone
💇🏻‍♀️,1F487 1F3FB 200D 2640 FE0F                             ,woman getting haircut: light skin tone
💇🏻‍♂,1F487 1F3FB 200D 2642                                  ,man getting haircut: light skin tone
💇🏻‍♂️,1F487 1F3FB 200D 2642 FE0F                             ,man getting haircut: light skin tone
💇🏼,1F487 1F3FC   ,person getting haircut: medium-light skin tone
💇🏼‍♀,1F487 1F3FC 200D 2640                                  ,woman getting haircut: medium-light skin tone
💇🏼‍♀️,1F487 1F3FC 200D 2640 FE0F                             ,woman getting haircut: medium-light skin tone
💇🏼‍♂,1F487 1F3FC 200D 2642                                  ,man getting haircut: medium-light skin tone
💇🏼‍♂️,1F487 1F3FC 200D 2642 FE0F                             ,man getting haircut: medium-light skin tone
💇🏽,1F487 1F3FD   ,person getting haircut: medium skin tone
💇🏽‍♀,1F487 1F3FD 200D 2640                                  ,woman getting haircut: medium skin tone
💇🏽‍♀️,1F487 1F3FD 200D 2640 FE0F                             ,woman getting haircut: medium skin tone
💇🏽‍♂,1F487 1F3FD 200D 2642                                  ,man getting haircut: medium skin tone
💇🏽‍♂️,1F487 1F3FD 200D 2642 FE0F                             ,man getting haircut: medium skin tone
💇🏾,1F487 1F3FE   ,person getting haircut: medium-dark skin tone
💇🏾‍♀,1F487 1F3FE 200D 2640                                  ,woman getting haircut: medium-dark skin tone
💇🏾‍♀️,1F487 1F3FE 200D 2640 FE0F                             ,woman getting haircut: medium-dark skin tone
💇🏾‍♂,1F487 1F3FE 200D 2642                                  ,man getting haircut: medium-dark skin tone
💇🏾‍♂️,1F487 1F3FE 200D 2642 FE0F                             ,man getting haircut: medium-dark skin tone
💇🏿,1F487 1F3FF   ,person getting haircut: dark skin tone
💇🏿‍♀,1F487 1F3FF 200D 2640                                  ,woman getting haircut: dark skin tone
💇🏿‍♀️,1F487 1F3FF 200D 2640 FE0F                             ,woman getting haircut: dark skin tone
💇🏿‍♂,1F487 1F3FF 200D 2642                                  ,man getting haircut: dark skin tone
💇🏿‍♂️,1F487 1F3FF 200D 2642 FE0F                             ,man getting haircut: dark skin tone
💈,1F488                                                  ,barber pole
💉,1F489                                                  ,syringe
💊,1F48A                                                  ,pill
💋,1F48B                                                  ,kiss mark
💌,1F48C                                                  ,love letter
💍,1F48D                                                  ,ring
💎,1F48E                                                  ,gem stone
💏,1F48F                                                  ,kiss
💏🏻,1F48F 1F3FB   ,kiss: light skin tone
💏🏼,1F48F 1F3FC   ,kiss: medium-light skin tone
💏🏽,1F48F 1F3FD   ,kiss: medium skin tone
💏🏾,1F48F 1F3FE   ,kiss: medium-dark skin tone
💏🏿,1F48F 1F3FF   ,kiss: dark skin tone
💐,1F490                                                  ,bouquet
💑,1F491                                                  ,couple with heart
💑🏻,1F491 1F3FB   ,couple with heart: light skin tone
💑🏼,1F491 1F3FC   ,couple with heart: medium-light skin tone
💑🏽,1F491 1F3FD   ,couple with heart: medium skin tone
💑🏾,1F491 1F3FE   ,couple with heart: medium-dark skin tone
💑🏿,1F491 1F3FF   ,couple with heart: dark skin tone
💒,1F492                                                  ,wedding
💓,1F493                                                  ,beating heart
💔,1F494                                                  ,broken heart
💕,1F495                                                  ,two hearts
💖,1F496                                                  ,sparkling heart
💗,1F497                                                  ,growing heart
💘,1F498                                                  ,heart with arrow
💙,1F499                                                  ,blue heart
💚,1F49A                                                  ,green heart
💛,1F49B                                                  ,yellow heart
💜,1F49C                                                  ,purple heart
💝,1F49D                                                  ,heart with ribbon
💞,1F49E                                                  ,revolving hearts
💟,1F49F                                                  ,heart decoration
💠,1F4A0                                                  ,diamond with a dot
💡,1F4A1                                                  ,light bulb
💢,1F4A2                                                  ,anger symbol
💣,1F4A3                                                  ,bomb
💤,1F4A4                                                  ,ZZZ
💥,1F4A5                                                  ,collision
💦,1F4A6                                                  ,sweat droplets
💧,1F4A7                                                  ,droplet
💨,1F4A8                                                  ,dashing away
💩,1F4A9                                                  ,pile of poo
💪,1F4AA                                                  ,flexed biceps
💪🏻,1F4AA 1F3FB   ,flexed biceps: light skin tone
💪🏼,1F4AA 1F3FC   ,flexed biceps: medium-light skin tone
💪🏽,1F4AA 1F3FD   ,flexed biceps: medium skin tone
💪🏾,1F4AA 1F3FE   ,flexed biceps: medium-dark skin tone
💪🏿,1F4AA 1F3FF   ,flexed biceps: dark skin tone
💫,1F4AB                                                  ,dizzy
💬,1F4AC                                                  ,speech balloon
💭,1F4AD         ,thought balloon
💮,1F4AE                                                  ,white flower
💯,1F4AF                                                  ,hundred points
💰,1F4B0                                                  ,money bag
💱,1F4B1                                                  ,currency exchange
💲,1F4B2                                                  ,heavy dollar sign
💳,1F4B3                                                  ,credit card
💴,1F4B4                                                  ,yen banknote
💵,1F4B5                                                  ,dollar banknote
💶,1F4B6                                                  ,euro banknote
💷,1F4B7                                                  ,pound banknote
💸,1F4B8                                                  ,money with wings
💹,1F4B9                                                  ,chart increasing with yen
💺,1F4BA                                                  ,seat
💻,1F4BB                                                  ,laptop
💼,1F4BC                                                  ,briefcase
💽,1F4BD                                                  ,computer disk
💾,1F4BE                                                  ,floppy disk
💿,1F4BF                                                  ,optical disk
📀,1F4C0                                                  ,dvd
📁,1F4C1                                                  ,file folder
📂,1F4C2                                                  ,open file folder
📃,1F4C3                                                  ,page with curl
📄,1F4C4                                                  ,page facing up
📅,1F4C5                                                  ,calendar
📆,1F4C6                                                  ,tear-off calendar
📇,1F4C7                                                  ,card index
📈,1F4C8                                                  ,chart increasing
📉,1F4C9                                                  ,chart decreasing
📊,1F4CA                                                  ,bar chart
📋,1F4CB                                                  ,clipboard
📌,1F4CC                                                  ,pushpin
📍,1F4CD                                                  ,round pushpin
📎,1F4CE                                                  ,paperclip
📏,1F4CF                                                  ,straight ruler
📐,1F4D0                                                  ,triangular ruler
📑,1F4D1                                                  ,bookmark tabs
📒,1F4D2                                                  ,ledger
📓,1F4D3                                                  ,notebook
📔,1F4D4                                                  ,notebook with decorative cover
